ID,Num_Indiv_Modules
PGC_STA_500,4
PGC_STA_502,4
PGC_STA_504,3
PGC_STA_507,4
PGC_STA_510,4
PGC_STA_511,3
PGC_STA_512,3
PGC_STA_513,3
PGC_STA_514,2
PGC_STA_515,5
PGC_STA_516,2
PGC_STA_517,4
PGC_STA_518,4
PGC_STA_519,4
PGC_STA_520,3
PGC_STA_522,2
PGC_STA_523,3
PGC_STA_524,4
PGC_STA_525,3
PGC_STA_526,4
PGC_STA_527,3
PGC_STA_528,3
PGC_STA_529,4
PGC_STA_531,2
PGC_STA_532,4
PGC_STA_533,3
PGC_STA_534,4
PGC_STA_535,3
PGC_STA_536,3
PGC_STA_537,4
PGC_STA_538,4
PGC_STA_539,4
PGC_STA_540,3
PGC_STA_541,4
PGC_TOL_MVA01RB,2
PGC_TOL_MVA03YB,5
PGC_TOL_MVA04ZB,4
PGC_TOL_MVA07NB,2
PGC_TOL_MVA105NB,3
PGC_TOL_MVA112NB,3
PGC_TOL_MVA113EB,3
PGC_TOL_MVA118GB,4
PGC_TOL_MVA125NB,2
PGC_TOL_MVA126NB,4
PGC_TOL_MVA127MB,3
PGC_TOL_MVA130NB,3
PGC_TOL_MVA134EB,3
PGC_TOL_MVA137NB,3
PGC_TOL_MVA13XB,2
PGC_TOL_MVA140NB,3
PGC_TOL_MVA143AB,3
PGC_TOL_MVA145NB,2
PGC_TOL_MVA146GB,3
PGC_TOL_MVA14RB,3
PGC_TOL_MVA16MB,2
PGC_TOL_MVA17RB,3
PGC_TOL_MVA18EB,4
PGC_TOL_MVA19KB,4
PGC_TOL_MVA21LB,3
PGC_TOL_MVA23LB,4
PGC_TOL_MVA27NB,4
PGC_TOL_MVA29ZB,4
PGC_TOL_MVA30NB,3
PGC_TOL_MVA34OB,3
PGC_TOL_MVA35SB,4
PGC_TOL_MVA37SB,3
PGC_TOL_MVA41RB,3
PGC_TOL_MVA65YB,4
PGC_TOL_MVA68SB,3
PGC_TOL_MVA75NB,3
PGC_TOL_MVA81NB,2
PGC_TOL_MVA87GB,2
PGC_TOL_MVA88GB,3
PGC_TOL_MVA89NB,4
PGC_TOL_MVA91HB,4
PGC_TOL_MVA92GB,2
PGC_TOL_MVA97AB,4
PGC_TOL_ONG11490958,3
PGC_TOL_ONG13182675,3
PGC_TOL_ONG16064292,4
PGC_TOL_ONG17023962,3
PGC_TOL_ONG17379313,3
PGC_TOL_ONG23341166,3
PGC_TOL_ONG32523387,2
PGC_TOL_ONG32750546,3
PGC_TOL_ONG35654985,4
PGC_TOL_ONG37755894,3
PGC_TOL_ONG40001040,4
PGC_TOL_ONG41101533,3
PGC_TOL_ONG43841296,4
PGC_TOL_ONG47783493,5
PGC_TOL_ONG54411178,3
PGC_TOL_ONG56107592,5
PGC_TOL_ONG59108603,3
PGC_TOL_ONG60850328,4
PGC_TOL_ONG63053840,3
PGC_TOL_ONG64788764,3
PGC_TOL_ONG66895210,2
PGC_TOL_ONG67848360,3
PGC_TOL_ONG68248200,2
PGC_TOL_ONG68865597,5
PGC_TOL_ONG69145905,3
PGC_TOL_ONG69946241,3
PGC_TOL_ONG80442756,4
PGC_TOL_ONG81310933,4
PGC_TOL_ONG82429457,4
PGC_TOL_ONG82988363,3
PGC_TOL_ONG95568203,4
PGC_TOL_ONG96056205,5
PGC_TOL_ONG96215975,4
PGC_TOL_ONG96923476,3
PGC_TOL_ONG99674743,4
PGC_UMN_MARS2_101,4
PGC_UMN_MARS2_102,3
PGC_UMN_MARS2_106,3
PGC_UMN_MARS2_109,4
PGC_UMN_MARS2_111,4
PGC_UMN_MARS2_112,3
PGC_UMN_MARS2_113,3
PGC_UMN_MARS2_117,4
PGC_UMN_MARS2_118,4
PGC_UMN_MARS2_119,2
PGC_UMN_MARS2_122,3
PGC_UMN_MARS2_123,3
PGC_UMN_MARS2_124,4
PGC_UMN_MARS2_125,2
PGC_UMN_MARS2_127,4
PGC_UMN_MARS2_128,4
PGC_UMN_MARS2_129,3
PGC_UMN_MARS2_130,3
PGC_UMN_MARS2_134,5
PGC_UMN_MARS2_136,4
PGC_UMN_MARS2_137,4
PGC_UMN_MARS2_138,3
PGC_UMN_MARS2_139,4
PGC_UMN_MARS2_140,4
PGC_UMN_MARS2_142,3
PGC_UMN_MARS2_143,2
PGC_UMN_MARS2_145,4
PGC_UMN_MARS2_146,4
PGC_UMN_MARS2_148,4
PGC_UMN_MARS2_149,4
PGC_UMN_MARS2_150,3
PGC_UMN_MARS2_151,3
PGC_UMN_MARS2_152,4
PGC_UMN_MARS2_154,4
PGC_UMN_MARS2_155,2
PGC_UMN_MARS2_156,2
PGC_UMN_MARS2_157,3
PGC_UMN_MARS2_158,4
PGC_UMN_MARS2_160,4
PGC_UMN_MARS2_161,4
PGC_UMN_MARS2_162,4
PGC_UMN_MARS2_163,5
PGC_UMN_MARS2_165,4
PGC_UMN_MARS2_167,4
PGC_UMN_MARS2_169,2
PGC_UMN_MARS2_170,3
PGC_UMN_MARS2_172,4
PGC_UMN_MARS2_173,4
PGC_UMN_MARS2_174,3
PGC_UMN_MARS2_176,3
PGC_UMN_MARS2_177,4
PGC_UMN_MARS2_178,2
PGC_UMN_MARS2_179,4
PGC_UMN_MARS2_181,3
PGC_UMN_MARS2_184,3
PGC_UMN_MARS2_185,4
PGC_UMN_MARS2_189,3
PGC_UMN_MARS2_191,3
PGC_UMN_MARS2_197,4
PGC_UTR_be1a031010,3
PGC_UTR_be1b261110,4
PGC_UTR_be1c030411,3
PGC_UTR_be1d100611,3
PGC_UTR_be1e281011,3
PGC_UTR_be1g060412,4
PGC_UTR_be1h250612,3
PGC_UTR_be1i181212,3
PGC_UTR_be1j020213,3
PGC_UTR_be1k060313,4
PGC_UTR_be1l080213,3
PGC_UTR_be2a130211,4
PGC_UTR_be2b121210,3
PGC_UTR_be2c070511,3
PGC_UTR_be2d290811,3
PGC_UTR_be2e121111,3
PGC_UTR_be2g290312,3
PGC_UTR_be2h060712,4
PGC_UTR_be2i090113,6
PGC_UTR_be2j150113,4
PGC_UTR_be2k060213,4
PGC_UTR_be2l130313,3
PGC_UTR_be3a091010,3
PGC_UTR_be3b261110,3
PGC_UTR_be3d290811,4
PGC_UTR_be3e141111,4
PGC_UTR_be3f090212,4
PGC_UTR_be3g060412,3
PGC_UTR_be3h060712,4
PGC_UTR_be3i140113,3
PGC_UTR_be3j200113,5
PGC_UTR_be3k140313,3
PGC_UTR_be4a231010,2
PGC_UTR_be4b121210,4
PGC_UTR_be4c070511,2
PGC_UTR_be4d010711,3
PGC_UTR_be4e111111,3
PGC_UTR_be4f280412,4
PGC_UTR_be4g140512,4
PGC_UTR_be4h300712,3
PGC_UTR_be4i130213,4
PGC_UTR_be4j280213,4
PGC_UTR_be4k060213,4
PGC_UTR_be5a300910,3
PGC_UTR_be5b130111,3
PGC_UTR_be5c090511,4
PGC_UTR_be5d090711,4
PGC_UTR_be5e101211,3
PGC_UTR_be5f250212,6
PGC_UTR_be5g020512,4
PGC_UTR_be5h280812,5
PGC_UTR_be5i160113,5
PGC_UTR_be5j280213,4
PGC_UTR_be5k240313,4
PGC_UTR_be6a091010,2
PGC_UTR_be6b270111,3
PGC_UTR_be6c230511,4
PGC_UTR_be6d010711,4
PGC_UTR_be6e291111,4
PGC_UTR_be6f060212,3
PGC_UTR_be6g150512,2
PGC_UTR_be6h150812,5
PGC_UTR_be6i200113,4
PGC_UTR_be6j020213,3
PGC_UTR_be6k110313,4
PGC_UTR_be7a061110,4
PGC_UTR_be7b130111,4
PGC_UTR_be7c100611,3
PGC_UTR_be7f100212,4
PGC_UTR_be7g120612,2
PGC_UTR_be7i200113,4
PGC_UTR_be7j030213,4
PGC_UTR_be7k140313,3
PGC_UTR_be8g040612,4
PGC_UTR_be8h211212,5
PGC_UTR_be8i200113,4
PGC_UTR_be8j130213,3
PGC_UTR_be8k060213,3
PGC_UTR_be9a061110,4
PGC_UTR_be9c270511,4
PGC_UTR_be9d090911,3
PGC_UTR_be9e141211,5
PGC_UTR_be9f280212,3
PGC_UTR_be9g040612,4
PGC_UTR_be9h071112,3
PGC_UTR_be9i250213,2
PGC_UTR_beob261110,5
PGC_UTR_beod060611,2
PGC_UTR_beog230212,3
PGC_UTR_beoh180612,2
PGC_UTR_beoi241212,4
PGC_UTR_beoj200113,3
PGC_WCI_DOP_001,4
PGC_WCI_DOP_002,3
PGC_WCI_DOP_003,5
PGC_WCI_DOP_004,4
PGC_WCI_DOP_005,4
PGC_WCI_DOP_010,4
PGC_WCI_DOP_015,4
PGC_WCI_DOP_017,4
PGC_WCI_DOP_018,4
PGC_WCI_DOP_020,5
PGC_WCI_DOP_027,4
PGC_WCI_DOP_031,4
PGC_WCI_DOP_034,6
PGC_WCI_DOP_044,4
PGC_WCI_DOP_049,5
PGC_WCI_DOP_053,3
PGC_WCI_DOP_057,4
PGC_WCI_DOP_060,4
PGC_WCI_DOP_067,4
PGC_WCI_DOP_070,3
PGC_WCI_DOP_071,5
PGC_WCI_DOP_073,5
PGC_WCI_DOP_075,4
PGC_WCI_DOP_076,4
PGC_WCI_DOP_080,5
PGC_WCI_DOP_081,3
PGC_WCI_DOP_201,4
PGC_WCI_DOP_202,3
PGC_WCI_DOP_203,4
PGC_WCI_DOP_207,5
PGC_WCI_DOP_208,5
PGC_WCI_DOP_209,5
PGC_WCI_DOP_210,3
PGC_WCI_DOP_215,2
PGC_WCI_DOP_216,4
PGC_WCI_DOP_217,4
PGC_WCI_DOP_218,4
PGC_WCI_DOP_219,4
PGC_WCI_DOP_222,3
PGC_WCI_DOP_223,2
PGC_WCI_DOP_224,6
PGC_WCI_DOP_225,3
PGC_WCI_DOP_226,3
PGC_WCI_DOP_228,3
PGC_WCI_DOP_229,3
PGC_WCI_DOP_230,3
PGC_WCI_DOP_231,3
PGC_WCI_DOP_233,4
PGC_WCI_DOP_234,3
PGC_WCI_DOP_236,4
PGC_WCI_DOP_238,2
PGC_WCI_DOP_239,4
PGC_WCI_DOP_240,3
PGC_WCI_DOP_244,4
PGC_WCI_DOP_247,3
PGC_WCI_DOP_249,3
PGC_WCI_DOP_250,4
PGC_WCI_DOP_256,4
PGC_WCI_DOP_261,4
PGC_WCI_DOP_265,3
PGC_WCI_DOP_268,5
PGC_WCI_DOP_270,3
PGC_WCI_DOP_271,4
PGC_WCI_DOP_273,4
PGC_WCI_DOP_282,4
